player_id,full_name,birth_date,nationality,position
32279,Jake Cain,2 September 2001,England,M
21957,Callum Wright,2 May 2000,England,M
50467,Brennan Camp,12 October 2000,Scotland,D
74562,Leonardo Campana,24 July 2000,Ecuador,F
51648,Chem Campbell,30 December 2002,Wales,M
14944,Todd Cantwell,27 February 1998,England,M
4259,Samir Carruthers,4 April 1993,Ireland,M
2250,Scott Carson,3 September 1985,England,G
7163,Dani Ceballos,7 August 1996,Spain,M
2936,James Chester,23 January 1989,Wales,D
64522,Christian Marques,15 January 2003,Portugal,D
51609,Dennis Cirkin,6 April 2002,England,D
14473,Mitchell Clark,13 March 1999,Wales,D
8913,Matt Clarke,22 September 1996,England,D
33335,Leighton Clarkson,19 October 2001,England,M
23809,Thomas Clayton,27 December 2000,Scotland,D
14559,Alex Cochrane,21 April 2000,England,D
53182,Theo Corbeanu,17 May 2002,Canada,F
8585,Paul Coutts,22 July 1988,Scotland,M
51245,Kane Crichlow,21 August 2000,Bermuda,M
4354,Andrew Crofts,29 May 1984,Wales,M
23989,Luke Cundle,26 April 2002,England,M
22870,Patrick Cutrone,3 January 1998,Italy,F
49763,Renat Dadashov,17 May 1999,Azerbaijan,F
20722,Sam Dalby,7 December 1999,England,F
19868,Vontae Daley-Campbell,2 April 2001,England,D
11362,Daniel Podence,21 October 1995,Portugal,M
16524,Arnaut Danjuma,31 January 1997,Netherlands,F
25892,Kevin Danso,19 September 1998,Austria,D
14555,Archie Davies,7 October 1998,England,D
13130,Keinan Davis,13 February 1998,England,F
21506,Jonathan De Bie,28 May 2000,Belgium,G
53093,Will Dennis,10 July 2000,England,G
14706,Kiernan Dewsbury-Hall,6 September 1998,England,M
31885,Alpha Diounkou,10 October 2001,Senegal,D
50996,Mikkel Diskerud,2 October 1990,United States,M
24231,Elijah Dixon-Bonner,1 January 2001,England,M
52153,Moussa Djenepo,15 June 1998,Mali,M
24637,Tommy Doyle,17 October 2001,England,M
14487,Jake Doyle-Hayes,30 December 1998,Ireland,M
11111,Josip Drmic,8 August 1992,Switzerland,F
6820,Ondrej Duda,5 December 1994,Slovakia,M
23826,Bobby Duncan,26 June 2001,England,F
14829,Jimmy Dunne,19 October 1997,Ireland,D
14255,Jake Eastwood,3 October 1996,England,G
4394,John Egan,20 October 1992,Ireland,D
11033,Anwar El Ghazi,3 May 1995,Netherlands,F
8046,Tommy Elphick,7 September 1987,England,D
12199,Björn Engels,15 September 1994,Belgium,D
31663,Malachi Fagan-Walcott,11 March 2002,England,D
5361,Ralf Fährmann,27 September 1988,Germany,G
19752,Akin Famewo,9 November 1998,England,D
22002,Will Ferry,7 December 2000,Ireland,M
51544,Ethan Fitzhugh,27 November 2002,England,M
66509,Flávio Cristóvão,23 May 1997,Portugal,D
8444,John Fleck,24 August 1991,Scotland,M
25246,Pablo Fornals,22 February 1996,Spain,M
24238,Marcel Franke,5 April 1993,Germany,D
9567,Kieron Freeman,21 March 1992,Wales,D
66104,Gabriel Martinelli,18 June 2001,Brazil,M
24649,Ethan Galbraith,11 May 2001,Northern Ireland,M
33072,Tony Gallacher,23 July 1999,Scotland,D
21887,Conor Gallagher,6 February 2000,England,M
24635,Eric García,9 January 2001,Spain,D
20187,Jean-Philippe Gbamin,25 September 1995,Cote D’Ivoire,M
50857,Gedson Fernandes,9 January 1999,Portugal,M
74739,Brooklyn Genesini,12 December 2001,England,D
24221,Billy Gilmour,11 June 2001,Scotland,M
24232,Paul Glatzel,20 February 2001,Germany,F
10968,Ben Godfrey,15 January 1998,England,D
66362,Gonçalo Cardoso,21 October 2000,Portugal,D
14795,Mace Goodridge,13 September 1999,England,M
64037,John-Kymani Gordon,13 February 2003,England,F
4260,Jack Grealish,10 September 1995,England,M
10433,Andre Green,26 July 1998,England,F
15549,Frédéric Guilbert,24 December 1994,France,D
51437,Peter Gwargis,4 September 2000,Iraq,M
49761,Sébastien Haller,22 June 1994,Cote D’Ivoire,F
14808,Joseph Hardy,26 September 1998,England,F
25447,Taylor Harwood-Bellis,30 January 2002,England,D
66517,Kaine Hayden,25 May 2003,England,M
47259,Philip Heise,20 June 1991,Germany,D
3058,Stephen Henderson,2 May 1988,Ireland,G
11579,Ben Heneghan,19 September 1993,England,D
10432,Rushian Hepburn-Murphy,28 August 1998,England,F
33066,Onel Hernández,1 February 1993,Cuba,M
51559,Tom Hill,13 October 2002,Wales,M
14459,Kaylen Hinds,28 January 1998,England,F
14283,George Hirst,15 February 1999,Scotland,F
9496,Scott Hogan,13 April 1992,Ireland,F
9431,Ricky Holmes,19 June 1987,England,F
66108,Nathaniel Shio Hong Wan,,England,M
9377,Conor Hourihane,2 February 1991,Ireland,M
8589,Will Hughes,17 April 1995,England,M
24340,Joseph Hungbo,15 January 2000,England,F
8598,James Husband,3 January 1994,England,D
3506,Alan Hutton,30 November 1984,Scotland,D
24641,Adam Idah,11 February 2001,Ireland,F
10957,Odion Ighalo,16 June 1989,Nigeria,F
15332,Daniel Iversen,19 July 1997,Denmark,G
6292,Ivo Pinto,7 January 1990,Portugal,D
32715,Jack Clarke,23 November 2000,England,F
14571,Reece James,8 December 1999,England,D
74590,Andi Janjeva,11 October 2002,Kosovo,D
52931,Alexandre Jankewitz,25 December 2001,Switzerland,M
24807,Vítezslav Jaros,23 July 2001,Czech Republic,G
4766,Mile Jedinak,3 August 1984,Australia,M
24723,Teddy Jenks,12 March 2002,England,M
75372,Lukas Jensen,18 March 1999,Denmark,G
4909,Roberto Jiménez,10 February 1986,Spain,G
5051,João Cancelo,27 May 1994,Portugal,D
72371,João Pedro,26 September 2001,Brazil,F
20607,Joelinton,14 August 1996,Brazil,M
14465,Viktor Johansson,14 September 1998,Sweden,G
10604,Jota,16 June 1991,Spain,M
13515,James Justin,23 February 1998,England,D
21611,Lovre Kalinic,3 April 1990,Croatia,G
20958,Moise Kean,28 February 2000,Italy,F
75317,Peter Keen,16 November 1976,England,G
21585,Lloyd Kelly,6 October 1998,England,D
50468,Gavin Kilkenny,1 February 2000,Ireland,M
23872,Christoph Klarer,14 June 2000,Austria,D
12891,Timm Klose,9 May 1988,Switzerland,D
13240,Jonathan Adjo Kodjia,22 October 1989,Cote D’Ivoire,F
13274,Ezri Konsa,23 October 1997,England,D
66564,Billy Koumetio,14 November 2002,France,D
66494,Emil Krafth,2 August 1994,Sweden,D
8232,Daniel Lafferty,18 May 1989,Northern Ireland,D
23832,Ethan Laird,5 August 2001,England,D
23704,Tariq Lamptey,30 September 2000,Ghana,D
3049,Henri Lansbury,12 October 1990,England,M
30528,Yasser Larouci,1 January 2001,Algeria,D
9603,Caolan Lavery,22 October 1992,Northern Ireland,F
6528,Valentino Lazaro,24 March 1996,Austria,D
51538,Adam Leathers,14 November 2001,England,M
15558,Moritz Leitner,8 December 1992,Germany,M
23830,Dylan Levitt,17 November 2000,Wales,M
14938,Jamal Lewis,25 January 1998,Northern Ireland,D
19851,Giovani Lo Celso,9 April 1996,Argentina,M
8006,Andy Lonergan,19 October 1983,England,G
23687,Ryan Longman,6 November 2000,England,F
23817,Luis Longstaff,24 February 2001,England,M
9826,Louis Thompson,19 December 1994,Wales,M
4509,John Lundstram,18 February 1994,England,M
23948,Brooklyn Lyons-Foster,1 December 2000,England,D
51223,Ian Maatsen,10 March 2002,Netherlands,D
14574,Jacob Maddox,3 November 1998,England,M
66497,Archie Mair,10 February 2001,Scotland,G
20097,Pablo Marí,31 August 1993,Spain,D
26977,Josh Martin,9 September 2001,England,F
4741,Joe Mason,13 May 1991,England,F
10703,Mason Bloomfield,6 November 1996,England,F
52625,Luke Matheson,3 October 2002,England,D
19862,Matt Smith,5 October 2000,England,M
14903,Matty Longstaff,21 March 2000,England,M
16256,Neal Maupay,14 August 1996,France,F
52903,Sam McCallum,2 September 2000,England,D
8956,Ross McCormack,18 August 1986,Scotland,F
51423,John McGinn,18 October 1994,Scotland,M
2340,David McGoldrick,29 November 1987,Ireland,F
19675,Michael McGovern,12 July 1984,Northern Ireland,G
24342,Giovanni McGregor,9 January 1999,England,M
14481,Harry McKirdy,29 March 1997,England,F
33061,Kenny McLean,8 January 1992,Scotland,M
23835,D'Mani Mellor,20 September 2000,England,F
27090,Teden Mengi,30 April 2002,England,D
23822,Liam Millar,27 September 1999,Canada,F
12322,Takumi Minamino,16 January 1995,Japan,M
24334,Tyrick Mitchell,1 September 1999,England,D
4159,Ravel Morrison,2 February 1993,Jamaica,M
14580,Mason Mount,10 January 1999,England,M
75991,Joel Mumbongo,9 January 1999,Sweden,F
14715,Admiral Muskwe,21 August 1998,Zimbabwe,F
45351,Marvelous Nakamba,19 January 1994,Zimbabwe,M
25329,Tanguy Ndombélé,28 December 1996,France,M
5074,Nélson Oliveira,8 August 1991,Portugal,F
20064,Jeremy Ngakia,7 September 2000,DR Congo,D
15019,Dan Nlundulu,5 February 1999,England,F
19922,Felix Nmecha,10 October 2000,Germany,M
23875,Kornelius Normann Hansen,6 May 2001,Norway,F
32673,Rhys Norrington-Davies,22 April 1999,Wales,D
51569,James Norris,4 April 2003,England,D
51416,Ørjan Nyland,10 September 1990,Norway,G
9491,Jack O'Connell,29 March 1994,England,D
15009,Thomas O'Connor,21 April 1999,Ireland,M
14774,Aaron O'Driscoll,4 April 1999,Ireland,D
14490,Callum O'Hare,1 May 1998,England,M
49367,Warren O'Hora,19 April 1999,Ireland,D
19873,James Olayinka,5 October 2000,England,M
23873,Oludare Olufunwa,29 July 2001,England,D
9266,Ben Osborn,5 August 1994,England,M
23994,Owen Otasowie,6 January 2001,United States,M
14909,Aston Oxborough,9 May 1998,England,G
14984,Adam Parkes,30 November 1999,England,G
51753,David Parkhouse,24 October 1999,Northern Ireland,F
43856,Troy Parrott,4 February 2002,Ireland,F
15560,Felix Passlack,29 May 1998,Germany,D
14924,Alfie Payne,7 October 1999,England,M
13485,Bailey Peacock-Farrell,29 October 1996,Northern Ireland,G
21998,Pedro Neto,9 March 2000,Portugal,F
51539,Terell Pennant,1 September 2002,England,F
50252,Nicolas Pépé,29 May 1995,Cote D’Ivoire,F
10487,Ayoze Pérez,29 July 1993,Spain,F
20079,Taylor Perry,15 July 2001,England,M
53151,Brandon Pierrick,10 December 2001,England,F
32229,Pedro Porro,13 September 1999,Spain,D
5860,Dennis Praet,14 May 1994,Belgium,M
25464,Arnau Puigmal,10 January 2001,Spain,M
5169,Teemu Pukki,29 March 1990,Finland,F
50960,Ignacio Pussetto,21 December 1995,Argentina,F
49193,Bojan Radulovic,29 December 1999,Serbia,F
8616,Sean Raggett,25 January 1994,England,D
25267,Largie Ramazani,27 February 2001,Belgium,F
2911,Pepe Reina,31 August 1982,Spain,G
16003,Panagiotis Retsos,9 August 1998,Greece,D
14477,Dominic Revan,19 September 2000,England,D
7990,Jordan Rhodes,5 February 1990,Scotland,F
19928,Taylor Richards,4 December 2000,England,M
67198,Lewis Richardson,7 February 2003,England,M
24809,Haydon Roberts,10 May 2002,England,D
4725,Callum Robinson,2 February 1995,Ireland,F
16286,Rodri,22 June 1996,Spain,M
3389,Jack Rodwell,11 March 1991,England,M
15135,Jack Roles,26 February 1999,Cyprus,M
25203,Lukas Rupp,8 January 1991,Germany,M
12817,Allan Saint-Maximin,12 March 1997,France,F
66204,William Saliba,24 March 2001,France,D
20490,Mbwana Samatta,23 December 1992,Tanzania,F
15257,Austin Samuels,20 November 2000,England,F
15218,Dion Sanderson,15 December 1999,England,D
14463,Matija Sarkic,23 July 1997,Montenegro,G
49796,Ismaïla Sarr,25 February 1998,Senegal,F
70150,Christian Saydee,10 May 2002,England,F
65981,Joel Senior,24 June 1999,England,D
19844,Meritan Shabani,15 March 1999,Germany,M
4626,Billy Sharp,5 February 1986,England,F
50462,Sam Sherring,8 May 2000,England,D
12576,Djibril Sidibé,29 July 1992,France,D
23797,Sidnei Tavares,29 September 2001,Portugal,M
19925,Ellis Simms,5 January 2001,England,F
74743,Melvin Sitti,14 February 2000,France,M
21385,Regan Slater,11 September 1999,England,M
14997,Will Smallbone,21 February 2000,Ireland,M
3512,Adam Smith,29 April 1991,England,D
49158,Andreas Söndergaard,17 January 2001,Denmark,G
25183,Tomás Soucek,27 February 1995,Czech Republic,M
19867,Bayli Spencer-Adams,26 June 2001,Guyana,D
24722,Jack Spong,4 February 2002,England,M
33067,Dennis Srbeny,5 May 1994,Germany,F
10881,Jack Stacey,6 April 1996,England,D
2485,Richard Stearman,19 August 1987,England,D
4348,Jed Steer,23 September 1992,England,G
54392,Zack Steffen,2 April 1995,United States,G
913,Michael Stensgaard,1 September 1974,Denmark,G
4258,Enda Stevens,9 July 1990,Ireland,D
51561,Layton Stewart,3 September 2002,England,F
23199,Marco Stiepermann,9 February 1991,Germany,F
20946,Elias Sørensen,18 September 1999,Denmark,F
15322,Shani Tarashaj,7 February 1995,Switzerland,F
4402,Neil Taylor,7 February 1989,Wales,D
92692,Slobodan Tedic,13 April 2000,Serbia,F
14452,Nathan Tella,5 July 1999,Nigeria,M
4560,Alexander Tettey,4 April 1986,Norway,M
63836,Bobby Thomas,30 January 2001,England,D
19869,Dominic Thompson,26 July 2000,England,D
12185,Kieran Tierney,5 June 1997,Scotland,D
14916,Timi Odusina,28 October 1999,England,D
4979,Adama Traoré,25 January 1996,Spain,F
16087,Trézéguet,1 October 1994,Egypt,M
20486,Leandro Trossard,4 December 1994,Belgium,F
24412,Tom Trybull,9 March 1993,Germany,M
9474,Aaron Tshibola,2 January 1995,DR Congo,M
14593,Iké Ugbo,21 September 1998,Canada,F
19564,Jesús Vallejo,5 January 1997,Spain,D
65987,Sepp van den Berg,20 December 2001,Netherlands,D
31670,Indiana Vassilev,16 February 2001,United States,M
32602,Michael Verrips,3 December 1996,Netherlands,G
15013,Jake Vokins,17 March 2000,England,D
22040,Mario Vrancic,23 May 1989,Bosnia & Herzegovina,M
9363,Conor Washington,18 May 1992,Northern Ireland,F
9426,Adam Webster,4 January 1995,England,D
15580,Wesley,24 November 1996,Brazil,F
53176,Will Russ,8 November 2002,Wales,F
7105,Jetro Willems,30 March 1994,Netherlands,D
10454,Joe Williams,8 December 1996,England,M
23659,Ben Winterbottom,16 July 2001,England,G
23721,Henry Wise,1 January 2000,England,M
9322,Jake Wright,11 March 1986,England,D
66506,Romaric Yapi,13 July 2000,France,D
49144,Jordan Zemura,14 November 1999,Zimbabwe,D
24220,Karlo Ziger,11 May 2001,Croatia,G
22047,Christoph Zimmermann,12 January 1993,Germany,D
11034,Richairo Zivkovic,5 September 1996,Curacao,F
21797,Oladapo Afolayan,11 September 1997,England,F
71432,Rayan Aït-Nouri,6 June 2001,Algeria,D
10424,Semi Ajayi,9 November 1993,Nigeria,D
5264,Thiago Alcântara,11 April 1991,Spain,M
20053,Aji Alese,17 January 2001,England,D
5467,Alex Telles,15 December 1992,Brazil,D
22698,Ezgjan Alioski,12 February 1992,North Macedonia,D
15994,Allan,8 January 1991,Brazil,M
112097,Frederik Alves,8 November 1999,Denmark,D
26151,Joachim Andersen,31 May 1996,Denmark,D
51593,Elliot Anderson,6 November 2002,England,M
14624,Antonee Robinson,8 August 1997,United States,D
5748,Alphonse Areola,27 February 1993,France,G
31883,Harrison Ashby,14 November 2001,Scotland,D
23759,Luca Ashby-Hammond,25 March 2001,England,G
23750,Ryan Astley,4 October 2001,Wales,D
15114,Brandon Austin,8 January 1999,England,G
3314,Luke Ayling,25 August 1991,England,D
21518,Finn Azaz,7 September 2000,Ireland,M
26975,Miguel Azeez,20 September 2002,England,M
3513,Gareth Bale,16 July 1989,Wales,F
19864,Dan Ballard,22 September 1999,Northern Ireland,D
4291,Patrick Bamford,5 September 1993,England,F
51695,Jamal Baptiste,11 November 2003,England,D
52960,Louie Barry,21 June 2003,England,F
20517,Saïd Benrahma,10 August 1995,Algeria,F
10761,Gaetano Berardi,21 August 1988,Switzerland,D
107846,Lamare Bogarde,5 January 2004,Netherlands,M
14608,Jayden Bogle,27 July 2000,England,D
64271,Mateusz Bogusz,22 August 2001,Poland,M
9929,Jonathan Bond,19 May 1993,England,G
19894,Mungo Bridge,12 September 2000,England,F
23837,George Broadbent,30 September 2000,England,M
64464,Zak Brunt,17 November 2001,England,M
112458,Hugo Bueno,18 September 2002,Spain,D
112203,Moisés Caicedo,2 November 2001,Ecuador,M
14482,Callum Rowe,2 September 1999,England,D
74591,Elia Caprile,25 August 2001,Italy,G
50501,Carlos Vinícius,25 March 1995,Brazil,F
53269,Oliver Casey,14 October 2000,England,D
13344,Matty Cash,7 August 1997,Poland,D
6712,Timothy Castagne,5 December 1995,Belgium,D
5771,Edinson Cavani,14 February 1987,Uruguay,F
65849,Kgaogelo Chauke,8 January 2003,South Africa,M
69747,Ben Chrisene,12 January 2004,England,D
64140,Carney Chukwuemeka,20 October 2003,England,M
2593,Leon Clarke,10 February 1985,England,F
3622,Liam Cooper,30 August 1991,Scotland,D
49256,Ben Cottrell,31 October 2001,England,M
7336,Vladimír Coufal,22 August 1992,Czech Republic,D
94666,Ismaila Coulibaly,25 December 2000,Mali,M
69286,Charlie Cresswell,17 August 2002,England,D
8148,Stuart Dallas,19 April 1991,Northern Ireland,D
12198,Laurens De Bock,7 November 1992,Belgium,D
51813,Liam Delap,8 February 2003,England,F
67927,Lars Dendoncker,3 April 2001,Belgium,D
77990,Alfie Devine,1 August 2004,England,M
75226,Cheikh Diaby,7 March 2000,France,F
5548,Mbaye Diagne,28 October 1991,Senegal,F
54032,Mamadou Dialla Sylla,26 January 2003,Spain,M
69176,Amad Diallo,11 July 2002,Cote D’Ivoire,F
24811,Cody Drameh,8 December 2001,England,D
74787,Frankie Ealing,14 July 2004,England,D
31439,Ryan Edmondson,20 May 2001,England,F
13869,Kyle Edwards,17 February 1998,England,F
49259,Anthony Elanga,27 April 2002,Sweden,F
107863,Ulrick Eneme-Ella,22 May 2001,Gabon,F
21584,Eberechi Eze,29 June 1998,England,M
32289,Fábio Carvalho,30 August 2002,Portugal,M
66670,Fábio Silva,19 July 2002,Portugal,F
23703,Juan Familia-Castillo,13 January 2000,Netherlands,D
14713,Josh Felix-Eppiah,11 October 1998,Belgium,F
78267,Ryan Finnigan,23 September 2003,England,M
51582,Will Fish,17 February 2003,England,D
52959,Shane Flynn,14 October 2001,Ireland,M
3881,Wes Foderingham,14 January 1991,England,G
66284,Wesley Fofana,17 December 2000,France,D
3877,Adam Forshaw,8 October 1991,England,M
3320,Luke Freeman,22 March 1992,England,M
10491,Darnell Furlong,31 October 1995,England,D
50234,Gabriel Magalhães,19 December 1997,Brazil,D
26714,Taylor Gardner-Hickman,30 December 2001,England,M
51754,Joe Gelhardt,4 May 2002,England,F
8321,Mark Gillespie,27 March 1992,England,G
25429,Robbie Gotts,9 November 1999,England,M
24399,Sam Graham,13 August 2000,England,D
23911,Sam Greenwood,26 January 2002,England,M
21731,Kamil Grosicki,8 June 1988,Poland,M
25291,Jay-Roy Grot,13 March 1998,Netherlands,F
83496,Antwoine Hackford,20 March 2004,England,F
15186,Reece Hannam,11 September 2000,England,D
23978,George Harmon,8 December 2000,England,D
14665,Jayden Harris,4 September 1999,England,M
20810,Kai Havertz,11 June 1999,Germany,F
51917,Karl Hein,13 April 2002,Estonia,G
20005,James Hillson,14 January 2001,England,G
24341,Bryce Hosannah,8 April 1999,England,D
104260,Niall Huggins,18 December 2000,Wales,D
112551,Liam Hughes,19 August 2001,Northern Ireland,G
66538,Tim Iroegbunam,30 June 2003,England,M
3360,Branislav Ivanovic,22 February 1984,Serbia,D
30527,Sylvester Jasper,13 September 2001,Bulgaria,F
98303,Taylor Jay-Hart,18 December 2003,England,M
111987,Daniel Jebbison,13 August 2003,Canada,F
69289,Jack Jenkins,23 March 2002,England,M
23743,Kyle John,13 February 2001,England,D
50165,Ozan Kabak,25 March 2000,Turkey,D
108973,Michal Karbownik,13 March 2001,Poland,D
53074,Kaine Kesler-Hayden,23 October 2002,England,D
67899,Reda Khadra,4 July 2001,Germany,M
16793,Kiko Casilla,2 October 1986,Spain,G
15333,Cédric Kipré,9 December 1996,Cote D’Ivoire,D
13089,Mateusz Klich,13 June 1990,Poland,M
26220,Robin Koch,17 July 1996,Germany,D
23575,Filip Krovinovic,29 August 1995,Croatia,M
24702,Daniel Langley,28 December 2000,England,G
23696,Marcel Lavinier,16 December 2000,England,D
31441,Henry Lawrence,21 September 2001,England,D
66222,Zan-Luk Leban,15 December 2002,Slovenia,G
79245,George Lewis,16 June 2000,Rwanda,F
66516,Hayden Lindley,2 September 2002,England,M
49495,Tino Livramento,12 November 2002,England,D
5790,Diego Llorente,16 August 1993,Spain,D
20055,Emmanuel Longelo,27 December 2000,England,D
74811,Nigel Lonwijk,27 October 2002,Netherlands,D
52201,Joel López,31 March 2002,Spain,D
8578,Max Lowe,11 May 1997,England,D
88771,Wanya Madavidua,,England,M
20048,Josh Maja,27 December 1998,Nigeria,F
71441,Anthony Mancini,6 April 2001,France,M
16640,Marçal,19 February 1989,Brazil,D
23952,Dilan Markanday,20 August 2001,England,F
2912,David Martin,22 January 1986,England,G
51556,Tawanda Maswanhise,20 November 2002,Zimbabwe,M
20874,Jean-Philippe Mateta,28 June 1997,France,F
11363,Matheus Pereira,5 May 1996,Brazil,M
64460,Luke Mbete,18 September 2003,England,D
53270,Alfie McCalmont,25 March 2000,Northern Ireland,M
52613,Liam McCarron,7 March 2001,Scotland,M
14585,Luke McCormick,21 January 1999,England,M
20961,Tom McGill,25 March 2000,Canada,G
19865,Mark McGuinness,5 January 2001,Ireland,D
68593,Hannibal Mejbri,21 January 2003,Tunisia,M
54889,Édouard Mendy,1 March 1992,Senegal,G
66378,Illan Meslier,2 March 2000,France,G
46268,Kamil Miazek,15 August 1996,Poland,G
108751,Jakub Moder,7 April 1999,Poland,M
4727,Simon Moore,19 May 1990,England,G
64281,Pablo Moreno,3 May 2002,Spain,F
14577,Richard Nartey,6 September 1998,England,D
31936,Iliman Ndiaye,6 March 2000,Senegal,F
16642,Nélson Semedo,16 November 1993,Portugal,D
76258,Niels Nkounkou,1 November 2000,France,D
64069,Mipo Odubeko,21 October 2002,Ireland,F
66557,Jakub Ojrzynski,19 February 2003,Poland,G
23955,Jubril Okedina,26 October 2000,Malawi,D
23650,Arthur Okonkwo,9 September 2001,England,G
11224,Robin Olsen,8 January 1990,Sweden,G
53610,Akos Ónodi,2 September 2001,Hungary,G
51510,Tyler Onyango,4 March 2003,England,M
14652,Jerome Opoku,14 October 1998,Ghana,D
114590,William Osula,4 August 2003,Denmark,F
49489,Daniel Oyegoke,3 January 2003,England,D
4654,Pablo Hernández,11 April 1985,Spain,M
49293,Cole Palmer,6 May 2002,England,M
4936,Thomas Partey,13 June 1993,Ghana,M
49494,Myles Peart-Harris,18 September 2002,England,M
108972,Facundo Pellistri,20 December 2001,Uruguay,F
10768,Kalvin Phillips,2 December 1995,England,M
64519,Jaden Philogene,8 February 2002,England,F
70216,Isaac Price,26 September 2003,Northern Ireland,M
66518,Arjan Raikhy,20 October 2002,England,M
49504,Jesurun Rak-Sakyi,5 October 2002,England,M
19888,Jacob Ramsey,28 May 2001,England,M
24156,Raphinha,14 December 1996,Brazil,F
39606,Sergio Reguilón,16 December 1996,Spain,D
3902,Jack Robinson,1 September 1993,England,D
4095,Rodrigo,6 March 1991,Spain,F
16431,Rúben Dias,14 May 1997,Portugal,D
49716,Rúnar Rúnarsson,18 February 1995,Iceland,G
51775,Mohammed Salisu,17 April 1999,Ghana,D
25068,Morgan Sanson,18 August 1994,France,M
20499,Malang Sarr,23 January 1999,France,D
3752,Romaine Sawyers,2 November 1991,St. Kitts & Nevis,M
66570,Dane Scarlett,24 March 2004,England,F
54056,Femi Seriki,28 April 2002,England,D
14657,Steven Sessegnon,18 May 2000,England,D
14393,Jamie Shackleton,8 October 1999,England,D
15367,Conor Shaughnessy,30 June 1996,Ireland,D
64142,Shola Shoretire,2 February 2004,England,F
20027,Saul Shotton,10 November 2000,England,D
25529,Dynel Simeu,13 March 2002,England,D
75104,Thierry Small,1 August 2004,England,D
32998,Harrison Sohna,1 July 2002,England,M
21379,Jamie Soule,26 November 2000,England,F
66563,Jay Stansfield,24 November 2002,England,F
4316,Raheem Sterling,8 December 1994,England,F
26571,Jordan Stevens,25 March 2000,England,M
25444,Jakub Stolarczyk,19 December 2000,Poland,G
33124,Pascal Struijk,11 August 1999,Netherlands,D
92693,Thanawat Suengchitthawon,8 January 2000,Thailand,M
65961,Crysencio Summerville,30 October 2001,Netherlands,F
98302,Sil Swinkels,6 January 2004,Netherlands,D
19893,Michael Tait,29 January 2001,England,F
14592,Martell Taylor-Crossdale,26 December 1999,England,M
35781,Allan Tchaptchet,21 December 2001,France,D
70755,Teddy Rowe,17 October 2003,England,M
4880,Kenny Tete,9 October 1995,Netherlands,D
5754,Thiago Silva,22 September 1984,Brazil,D
51505,Max Thompson,9 February 2002,England,F
43098,Ferran Torres,29 February 2000,Spain,F
32280,James Trafford,10 October 2002,England,G
10394,Bertrand Traoré,6 September 1995,Burkina Faso,F
16006,Kostas Tsimikas,12 May 1996,Greece,D
43940,Harry Tyrer,6 December 2001,England,G
23612,Cengiz Ünder,14 July 1997,Turkey,F
67201,Harvey Vale,11 September 2003,England,M
11031,Donny van de Beek,18 April 1997,Netherlands,M
76090,Jan Paul van Hecke,8 June 2000,Netherlands,D
4874,Joël Veltman,15 January 1992,Netherlands,D
67634,Vitinha,13 February 2000,Portugal,M
14467,Jake Walker,3 November 2000,England,D
3929,Joel Ward,29 October 1989,England,D
8658,Ollie Watkins,30 December 1995,England,F
51238,Caleb Watts,16 January 2002,Australia,M
31046,Jensen Weir,31 January 2002,England,M
66578,Reece Welch,19 September 2003,England,D
23599,Timo Werner,6 March 1996,Germany,F
23811,Neco Williams,13 April 2001,Wales,D
5806,Willian José,23 November 1991,Brazil,F
13961,Harry Wilson,22 March 1997,Wales,M
32796,Okay Yokuslu,9 March 1994,Turkey,M
62919,Brad Young,6 January 2003,England,F
50230,Andi Zeqiri,22 June 1999,Switzerland,F
20750,Hakim Ziyech,19 March 1993,Morocco,M
107891,Oliwier Zych,28 June 2004,Poland,G
11419,Martin Ødegaard,17 December 1998,Norway,M
72541,Tayo Adaramola,14 November 2003,Ireland,D
90665,Derek Agyakwa,19 December 2001,Netherlands,D
20113,Kristoffer Ajer,17 April 1998,Norway,D
51480,Ryan Alebiosu,17 December 2001,England,D
51774,Jaime Alvarado,26 July 1999,Colombia,M
52723,Julián Alvarez,31 January 2000,Argentina,F
112742,Will Alves,4 May 2005,England,M
23742,Joe Anderson,6 February 2001,England,D
121739,Vincent Angelini,12 September 2003,Scotland,G
51631,Keenan Appiah-Forson,16 October 2001,England,M
123450,Yáser Asprilla,19 November 2003,Colombia,M
67217,Zach Awe,9 January 2004,England,D
69816,Kwadwo Baah,27 January 2003,Germany,F
20489,Leon Bailey,9 August 1997,Jamaica,M
66607,James Balagizi,20 September 2003,England,M
21317,Ellery Balcombe,15 October 1999,England,G
24773,Shandon Baptiste,8 April 1998,Grenada,M
14426,Daniel Barden,2 January 2001,Wales,G
25540,Mads Bech,7 January 1999,Denmark,D
66565,Owen Beck,9 August 2002,Wales,D
31662,J'Neil Bennett,7 December 2001,England,F
22802,Rodrigo Bentancur,25 June 1997,Uruguay,M
65641,Lucas Bergström,5 September 2002,Finland,G
66647,Mads Bidstrup,25 February 2001,Denmark,M
33175,Mika Biereth,8 February 2003,Denmark,F
112629,Harvey Blair,14 September 2003,England,F
122634,Adrian Blake,15 July 2005,England,M
53007,Malachi Boateng,5 July 2002,England,M
66657,Oscar Bobb,12 July 2003,Norway,M
52175,Bendegúz Bolla,22 November 1999,Hungary,D
68582,Conor Bradley,9 July 2003,Northern Ireland,D
109775,Sammy Braybrooke,12 March 2004,England,M
74761,Bruno Guimarães,16 November 1997,Brazil,M
19890,Lewis Brunt,6 November 2000,England,D
