player_id,full_name,birth_date,nationality,position,market_value
32998,Harrison Sohna,1 July 2002,England,M,
76262,Sebastian Soto,28 July 2000,United States,F,
35741,Tony Springett,22 September 2002,Ireland,F,
8168,Dale Stephens,12 June 1989,England,M,
14572,Dujon Sterling,24 October 1999,England,D,4000000.0
32288,Toby Stevenson,22 November 1999,England,D,
23199,Marco Stiepermann,9 February 1991,Germany,F,
19618,Isaac Success,7 January 1996,Nigeria,F,1400000.0
76261,Jacob Sørensen,3 March 1998,Denmark,M,1000000.0
19893,Michael Tait,29 January 2001,England,F,
4402,Neil Taylor,7 February 1989,Wales,D,
35781,Allan Tchaptchet,21 December 2001,France,D,1000000.0
70755,Teddy Rowe,17 October 2003,England,M,
66588,Jonathan Tomkinson,11 April 2002,United States,D,
13281,Fikayo Tomori,19 December 1997,England,D,20000000.0
21612,William Troost-Ekong,1 September 1993,Nigeria,D,1800000.0
24412,Tom Trybull,9 March 1993,Germany,M,
15791,Ozan Tufan,23 March 1995,Turkey,M,2400000.0
67704,Christos Tzolis,30 January 2002,Greece,F,18000000.0
14593,Iké Ugbo,21 September 1998,Canada,F,2800000.0
23612,Cengiz Ünder,14 July 1997,Turkey,F,7500000.0
3362,Patrick van Aanholt,29 August 1990,Netherlands,D,
31670,Indiana Vassilev,16 February 2001,United States,M,2000000.0
67634,Vitinha,13 February 2000,Portugal,M,60000000.0
22040,Mario Vrancic,23 May 1989,Bosnia & Herzegovina,M,
4851,Matej Vydra,1 May 1992,Czech Republic,F,
14467,Jake Walker,3 November 2000,England,D,
98263,Sam Waller,9 September 2003,England,G,
4489,Ashley Westwood,1 April 1990,England,M,
4396,Connor Wickham,31 March 1993,England,F,
7114,Georginio Wijnaldum,11 November 1990,Netherlands,M,3500000.0
5806,Willian José,23 November 1991,Brazil,F,2000000.0
20929,Ben Wilmot,4 November 1999,England,D,4800000.0
14149,Sam Woods,11 September 1998,England,D,
66506,Romaric Yapi,13 July 2000,France,D,
62919,Brad Young,6 January 2003,England,F,
25313,Davide Zappacosta,11 June 1992,Italy,M,6000000.0
24220,Karlo Ziger,11 May 2001,Croatia,G,
22047,Christoph Zimmermann,12 January 1993,Germany,D,
42709,Philip Zinckernagel,16 December 1994,Denmark,M,2000000.0
13286,Tammy Abraham,2 October 1997,England,F,15000000.0
121127,Joshua Addae,23 July 2003,England,D,
107825,Victor Akinwale,6 August 2004,England,F,
51480,Ryan Alebiosu,17 December 2001,England,D,
20053,Aji Alese,17 January 2001,England,D,1000000.0
15994,Allan,8 January 1991,Brazil,M,200000000.0
78259,Charlie Allen,22 November 2003,Northern Ireland,F,
4093,Marcos Alonso,28 December 1990,Spain,D,1800000.0
12306,Daniel Amartey,21 December 1994,Ghana,D,2500000.0
23742,Joe Anderson,6 February 2001,England,D,
37587,Florin Andone,11 April 1993,Romania,F,
32162,Frank Anguissa,16 November 1995,Cameroon,M,27000000.0
49496,Paul Appiah,13 October 2002,England,M,
51667,Billy Arce,12 July 1998,Ecuador,M,
12186,Stuart Armstrong,30 March 1992,Scotland,M,1500000.0
43513,Arthur,12 August 1996,Brazil,M,5000000.0
23759,Luca Ashby-Hammond,25 March 2001,England,G,
23750,Ryan Astley,4 October 2001,Wales,D,
12303,Ludwig Augustinsson,21 April 1994,Sweden,D,3500000.0
67217,Zach Awe,9 January 2004,England,D,
3314,Luke Ayling,25 August 1991,England,D,
26975,Miguel Azeez,20 September 2002,England,M,
112078,Baba Fernandes,7 March 2000,Guinea-Bissau,D,
75062,Fin Back,25 September 2002,England,D,
75686,Loïc Badé,11 April 2000,France,D,30000000.0
11260,Tiémoué Bakayoko,17 August 1994,France,M,1000000.0
4749,Lewis Baker,25 April 1995,Jamaica,M,1500000.0
66607,James Balagizi,20 September 2003,England,M,
63655,Tudor Baluta,27 March 1999,Romania,D,
4291,Patrick Bamford,5 September 1993,England,F,3500000.0
52960,Louie Barry,21 June 2003,England,F,1800000.0
107827,Ryan Bartley,18 November 2003,England,D,
49501,Lewis Bate,28 October 2002,England,M,
7450,Michy Batshuayi,2 October 1993,Belgium,F,5000000.0
4474,Héctor Bellerín,19 March 1995,Spain,D,3000000.0
5575,Benjamin Mendy,17 July 1994,France,D,1200000.0
16671,Filip Benkovic,13 July 1997,Croatia,D,1500000.0
4492,Christian Benteke,3 December 1990,Belgium,F,2500000.0
12703,Steven Bergwijn,8 October 1997,Netherlands,F,15000000.0
23697,Di'Shon Bernard,14 October 2000,Jamaica,D,1500000.0
2886,Ryan Bertrand,5 August 1989,England,D,
117800,Owen Bevan,26 October 2003,Wales,D,
64271,Mateusz Bogusz,22 August 2001,Poland,M,7500000.0
5721,Gaëtan Bong,25 April 1988,Cameroon,D,
23951,Jamie Bowden,9 July 2001,Ireland,M,
4158,Robert Brady,14 January 1992,Ireland,M,
63289,Brenden Aaronson,22 October 2000,United States,M,14000000.0
19890,Lewis Brunt,6 November 2000,England,D,
49267,Finley Burns,17 June 2003,England,D,1000000.0
10466,Willy Caballero,28 September 1981,Argentina,G,
107898,Maliq Cadogan,25 February 2004,England,M,
2620,Gary Cahill,19 December 1985,England,D,
32279,Jake Cain,2 September 2001,England,M,
21957,Callum Wright,2 May 2000,England,M,
74562,Leonardo Campana,24 July 2000,Ecuador,F,2500000.0
51648,Chem Campbell,30 December 2002,Wales,M,
14944,Todd Cantwell,27 February 1998,England,M,3500000.0
74591,Elia Caprile,25 August 2001,Italy,G,8000000.0
72540,Cardo Siddik,21 September 2002,Iraq,D,
13814,Cameron Carter-Vickers,31 December 1997,United States,D,14000000.0
5771,Edinson Cavani,14 February 1987,Uruguay,F,1000000.0
65849,Kgaogelo Chauke,8 January 2003,South Africa,M,
92714,Jeremiah Chilokoa-Mullen,17 June 2004,Scotland,D,
69747,Ben Chrisene,12 January 2004,England,D,1500000.0
4495,Andreas Christensen,10 April 1996,Denmark,D,15000000.0
64522,Christian Marques,15 January 2003,Portugal,D,2000000.0
92719,Harry Christy,31 October 2003,England,G,
8913,Matt Clarke,22 September 1996,England,D,2500000.0
33335,Leighton Clarkson,19 October 2001,England,M,1200000.0
3622,Liam Cooper,30 August 1991,Scotland,D,
51566,Dominic Corness,5 May 2003,England,M,
69286,Charlie Cresswell,17 August 2002,England,D,7000000.0
2522,Cristiano Ronaldo,5 February 1985,Portugal,F,12000000.0
22870,Patrick Cutrone,3 January 1998,Italy,F,7000000.0
19868,Vontae Daley-Campbell,2 April 2001,England,D,
8148,Stuart Dallas,19 April 1991,Northern Ireland,D,
12198,Laurens De Bock,7 November 1992,Belgium,D,
117515,James Debayo,11 July 2005,England,D,
3799,Fabian Delph,21 November 1989,England,M,
117743,Will Dickson,25 November 2004,England,F,
126837,Diego Rosa,12 October 2002,Brazil,M,1000000.0
134470,Diogo Monteiro,28 January 2005,Portugal,D,
24231,Elijah Dixon-Bonner,1 January 2001,England,M,
52153,Moussa Djenepo,15 June 1998,Mali,M,2300000.0
115443,Aaron Donnelly,8 June 2003,Northern Ireland,D,
51224,Pierre Ekwah,15 January 2002,France,M,5000000.0
11033,Anwar El Ghazi,3 May 1995,Netherlands,F,1800000.0
51228,Ben Elliott,5 November 2002,Cameroon,M,
15967,Mohamed Elyounoussi,4 August 1994,Norway,M,6000000.0
51530,Oliver Ewing,3 January 2003,Wales,M,
19771,Fabri,31 December 1987,Spain,G,
5672,Federico Fernández,21 February 1989,Argentina,D,
23585,Álvaro Fernández,13 April 1998,Spain,G,28000000.0
4804,Fernandinho,4 May 1985,Brazil,M,
98277,Billy Fewster,31 July 2003,England,M,
78267,Ryan Finnigan,23 September 2003,England,M,
33046,Junior Firpo,22 August 1996,Dominican Republic,D,6500000.0
51544,Ethan Fitzhugh,27 November 2002,England,M,
69415,Marcelo Flores,1 October 2003,Mexico,M,1200000.0
52959,Shane Flynn,14 October 2001,Ireland,M,
98298,Taylor Foran,14 October 2003,England,D,
3877,Adam Forshaw,8 October 1991,England,M,
15170,Marcus Forss,18 June 1999,Finland,F,2800000.0
14659,Marlon Fossey,9 September 1998,United States,D,4000000.0
128007,Chris Francis,15 November 2002,England,D,
4771,Dwight Gayle,17 October 1989,England,F,
4600,Paulo Gazzaniga,2 January 1992,Argentina,G,3500000.0
51754,Joe Gelhardt,4 May 2002,England,F,3500000.0
74739,Brooklyn Genesini,12 December 2001,England,D,
19968,Lewis Gibson,19 July 2000,England,D,1800000.0
120033,Tarik Gidaree,8 May 2003,England,D,
50466,Ryan Glover,9 November 2000,England,M,
68676,Wilfried Gnonto,5 November 2003,Italy,F,18000000.0
19626,Pierluigi Gollini,18 March 1995,Italy,G,1000000.0
50989,Claudio Gomes,23 July 2000,France,M,2800000.0
51474,Lewis Gordon,12 February 2001,Scotland,D,
8055,Lewis Grabban,12 January 1988,England,F,
1870,Lee Grant,27 January 1983,England,G,
15549,Frédéric Guilbert,24 December 1994,France,D,2500000.0
64148,Patrik Gunnarsson,15 November 2000,Iceland,G,1300000.0
64461,Darko Gyabi,18 February 2004,England,M,1800000.0
15186,Reece Hannam,11 September 2000,England,D,
25296,Riley Harbottle,26 September 2000,England,D,
66722,Björn Hardley,19 December 2002,Netherlands,D,
33135,Jack Harrison,20 November 1996,England,M,16000000.0
51581,Max Haygarth,21 January 2002,England,M,
4582,Michael Hector,19 July 1992,Jamaica,D,
5064,Hélder Costa,12 January 1994,Angola,F,
3712,Jordan Henderson,17 June 1990,England,M,3500000.0
112246,Leo Hjelde,26 August 2003,Norway,D,1500000.0
9377,Conor Hourihane,2 February 1991,Ireland,M,
11037,Nicolas Ioannou,10 November 1995,Cyprus,D,1200000.0
4786,Eldin Jakupovic,2 October 1984,Switzerland,G,
51085,Julian Jeanvier,31 March 1992,Guinea,D,
69289,Jack Jenkins,23 March 2002,England,M,
24723,Teddy Jenks,12 March 2002,England,M,
122872,Jeong Sang-Bin,1 April 2002,South Korea,F,
49374,Brennan Johnson,23 May 2001,Wales,F,50000000.0
122133,Mateo Joseph,19 October 2003,Spain,F,3500000.0
120096,Kayky,11 June 2003,Brazil,F,6000000.0
20958,Moise Kean,28 February 2000,Italy,F,40000000.0
13285,Kenedy,8 February 1996,Brazil,M,
98279,Nohan Kenneh,10 January 2003,Liberia,M,
10449,Jonjoe Kenny,15 March 1997,England,D,2500000.0
16793,Kiko Casilla,2 October 1986,Spain,G,
49478,Alex Kirk,27 October 2002,England,D,
23152,Kristoffer Klaesson,27 November 2000,Norway,G,1500000.0
13089,Mateusz Klich,13 June 1990,Poland,M,
26220,Robin Koch,17 July 1996,Germany,D,18000000.0
5368,Sead Kolasinac,20 June 1993,Bosnia & Herzegovina,D,10000000.0
66564,Billy Koumetio,14 November 2002,France,D,
67196,Alex Král,19 May 1998,Czech Republic,M,6000000.0
15702,Rasmus Kristensen,11 July 1997,Denmark,D,10000000.0
6899,Alexandre Lacazette,28 May 1991,France,F,8000000.0
23832,Ethan Laird,5 August 2001,England,D,2200000.0
24702,Daniel Langley,28 December 2000,England,G,
23696,Marcel Lavinier,16 December 2000,England,D,
12299,Léo Bonatini,28 March 1994,Brazil,F,2000000.0
23784,Thakgalo Leshabela,18 September 1999,South Africa,M,
66516,Hayden Lindley,2 September 2002,England,M,
5790,Diego Llorente,16 August 1993,Spain,D,6000000.0
7124,Jürgen Locadia,7 November 1993,Curacao,F,
8888,Joe Lolley,25 August 1992,England,F,1300000.0
3206,Shane Long,22 January 1987,Ireland,F,
20055,Emmanuel Longelo,27 December 2000,England,D,
13278,Ademola Lookman,20 October 1997,Nigeria,F,60000000.0
12444,Jonas Lössl,1 February 1989,Denmark,G,
23948,Brooklyn Lyons-Foster,1 December 2000,England,D,
6519,Sadio Mané,10 April 1992,Senegal,F,9000000.0
16640,Marçal,19 February 1989,Brazil,D,
20097,Pablo Marí,31 August 1993,Spain,D,3500000.0
23952,Dilan Markanday,20 August 2001,England,F,
2912,David Martin,22 January 1986,England,G,1500000.0
4287,Juan Mata,28 April 1988,Spain,M,
3861,Nemanja Matic,1 August 1988,Serbia,M,2500000.0
9960,Alfie Mawson,19 January 1994,England,D,
69546,Xavier Mbuyamba,31 December 2001,Netherlands,D,
33174,Connor McAvoy,16 February 2002,Scotland,D,
53270,Alfie McCalmont,25 March 2000,Northern Ireland,M,
52613,Liam McCarron,7 March 2001,Scotland,M,
24636,Rowan McDonald,20 October 2001,England,M,
107869,Scott McKenna,12 November 1996,Scotland,D,5000000.0
22740,Weston McKennie,28 August 1998,United States,M,24000000.0
69288,Stuart McKinstry,18 September 2002,Scotland,M,
66378,Illan Meslier,2 March 2000,France,G,16000000.0
13280,Matt Miazga,19 July 1995,United States,D,2500000.0
81544,Amari Miller,4 November 2002,England,F,
12322,Takumi Minamino,16 January 1995,Japan,M,15000000.0
115025,Jacob Montes,20 October 1998,Nicaragua,M,
107828,Fionn Mooney,12 October 2003,England,M,
118071,Jimmy-Jay Morgan,21 January 2006,England,F,
114054,Nathan Moriah-Welsh,18 March 2002,Guyana,M,
107881,Malik Mothersille,23 October 2003,Jamaica,F,
20196,Yoshinori Muto,15 July 1992,Japan,F,1200000.0
25467,Enock Mwepu,1 January 1998,Zambia,M,
4931,Saúl Ñíguez,21 November 1994,Spain,M,3500000.0
76258,Niels Nkounkou,1 November 2000,France,D,5000000.0
15019,Dan Nlundulu,5 February 1999,England,F,
3014,Mark Noble,8 May 1987,England,M,
74758,Nuno da Costa,10 February 1991,Cape Verde,F,
51528,Ollie O'Neill,8 January 2003,Ireland,M,
64069,Mipo Odubeko,21 October 2002,Ireland,F,
66522,Chituru Odunze,14 October 2002,United States,G,
49264,Mazeed Ogungbo,20 October 2002,Ireland,D,
10543,Sheyi Ojo,19 June 1997,England,F,
24823,Armstrong Oko-Flex,2 March 2002,Ireland,F,
66225,Kazeem Olaigbe,2 January 2003,Belgium,F,4000000.0
72542,David Omilabu,27 September 2002,England,M,
14455,Tobi Omole,17 December 1999,England,D,
7490,Josh Onomah,27 April 1997,England,M,
51999,Mislav Orsic,29 December 1992,Croatia,F,1700000.0
23994,Owen Otasowie,6 January 2001,United States,M,
49489,Daniel Oyegoke,3 January 2003,England,D,
51527,Adrion Pajaziti,16 November 2002,Albania,M,
49490,Charlie Patino,17 October 2003,England,M,1000000.0
69514,Lewis Payne,30 May 2004,England,D,
10487,Ayoze Pérez,29 July 1993,Spain,F,10000000.0
69617,Sonny Perkins,10 February 2004,England,F,1000000.0
21495,Romain Perraud,22 September 1997,France,D,5000000.0
14051,Nathaniel Phillips,21 March 1997,England,D,3500000.0
3920,Paul Pogba,15 March 1993,France,M,
19929,Ian Poveda,9 February 2000,Colombia,F,
78244,Daniel Quick,9 September 2002,England,D,
51506,Seb Quirk,5 December 2001,England,M,
21760,Luka Racic,8 May 1999,Denmark,D,
49503,Dion Rankine,15 October 2002,England,M,
24156,Raphinha,14 December 1996,Brazil,F,80000000.0
14477,Dominic Revan,19 September 2000,England,D,
19928,Taylor Richards,4 December 2000,England,M,
4696,Joel Robles,17 June 1990,Spain,G,
22656,Marc Roca,26 November 1996,Spain,M,8000000.0
4095,Rodrigo,6 March 1991,Spain,F,130000000.0
11300,James Rodríguez,12 July 1991,Colombia,M,2500000.0
4286,Oriol Romeu,24 September 1991,Spain,M,1800000.0
13901,Connor Ronan,6 March 1998,Ireland,M,1500000.0
6030,Salomón Rondón,16 September 1989,Venezuela,F,
24032,Zeno Rossi,28 October 2000,England,D,
16801,Antonio Rüdiger,3 March 1993,Germany,D,24000000.0
20745,Romain Saïss,26 March 1990,Morocco,D,3000000.0
51775,Mohammed Salisu,17 April 1999,Ghana,D,15000000.0
5565,Brice Samba,25 April 1994,France,G,15000000.0
33238,Philippe Sandler,10 February 1997,Netherlands,D,2500000.0
70150,Christian Saydee,10 May 2002,England,F,
2508,Kasper Schmeichel,5 November 1986,Denmark,G,
7013,Jean Seri,19 July 1991,Cote D’Ivoire,M,
14393,Jamie Shackleton,8 October 1999,England,D,1500000.0
5267,Xherdan Shaqiri,10 October 1991,Switzerland,M,2000000.0
111020,Joe Sheridan,10 December 2003,England,D,
25529,Dynel Simeu,13 March 2002,England,D,
49502,Xavier Simons,20 February 2003,England,M,70000000.0
4549,Moussa Sissoko,16 August 1989,France,M,
75104,Thierry Small,1 August 2004,England,D,
8871,Alex Smithies,5 March 1990,England,G,
130259,Joe Snowdon,14 February 2004,England,M,
49158,Andreas Söndergaard,17 January 2001,Denmark,G,
68634,Jude Soonsup-Bell,10 January 2004,England,F,
110255,Kamal Sowah,9 January 2000,Ghana,M,1000000.0
26216,Çaglar Söyüncü,23 May 1996,Turkey,D,8000000.0
24722,Jack Spong,4 February 2002,England,M,
109735,James Storer,4 October 2004,Ireland,G,
49152,Rob Street,26 September 2001,England,F,
33124,Pascal Struijk,11 August 1999,Netherlands,D,16000000.0
92693,Thanawat Suengchitthawon,8 January 2000,Thailand,M,
69673,Will Swan,26 October 2000,England,F,
19874,Zak Swanson,28 September 2000,England,D,
40320,Percy Tau,13 May 1994,South Africa,F,1200000.0
10315,Lyle Taylor,29 March 1990,Montserrat,F,
23796,Luke Thomas,10 June 2001,England,D,6000000.0
19869,Dominic Thompson,26 July 2000,England,D,
11348,Tobias Figueiredo,2 February 1994,Portugal,D,1500000.0
23033,Lucas Torreira,11 February 1996,Uruguay,M,13000000.0
43098,Ferran Torres,29 February 2000,Spain,F,28000000.0
12114,Cenk Tosun,7 June 1991,Turkey,F,1200000.0
16087,Trézéguet,1 October 1994,Egypt,M,
67454,Trincão,29 December 1999,Portugal,F,30000000.0
20051,Nathan Trott,21 November 1998,England,G,1500000.0
51484,Antef Tsoungui,30 December 2002,Belgium,D,
15011,Yan Valery,22 February 1999,Tunisia,D,1000000.0
76881,Dani van den Heuvel,28 May 2003,Netherlands,G,
99280,Mikki van Sas,29 February 2004,Netherlands,G,
115429,Matthew Vigor,8 March 2004,England,M,
15013,Jake Vokins,17 March 2000,England,D,
2839,Theo Walcott,16 March 1989,England,F,
69592,Noah Watson,5 May 2003,England,D,
51583,Charlie Wellens,5 December 2002,England,M,
69653,Charlie Whitaker,16 September 2003,England,M,
123566,Keehan Willows,1 October 2005,England,G,
16130,Max Wöber,4 February 1998,Austria,D,8000000.0
51563,Max Woltman,20 August 2003,England,F,
14758,Ben Woodburn,15 October 1999,Wales,M,
10479,Freddie Woodman,4 March 1997,England,G,3500000.0
98294,Joe Wormleighton,30 December 2003,England,D,
24151,Xande Silva,16 March 1997,Portugal,F,1000000.0
6389,Andrii Yarmolenko,23 October 1989,Ukraine,M,1500000.0
130683,Yegor Yarmolyuk,1 March 2004,Ukraine,M,12000000.0
64074,Jan Zamburek,13 February 2001,Czech Republic,M,
51436,Leo Østigård,28 November 1999,Norway,D,7000000.0
51536,Terry Ablade,12 October 2001,Finland,F,
14685,Elijah Adebayo,7 January 1998,England,F,8000000.0
114666,Adler Nascimento,25 November 2004,Portugal,F,
134487,Enock Agyei,13 January 2005,Belgium,F,
20855,Anel Ahmedhodzic,26 March 1999,Bosnia & Herzegovina,D,18000000.0
116827,Ameen Al Dakhil,6 March 2002,Belgium,D,
5467,Alex Telles,15 December 1992,Brazil,D,4500000.0
115157,Allan Campbell,4 July 1998,Scotland,M,1200000.0
127741,Josh Allen,21 December 2003,England,F,
128449,Zeki Amdouni,4 December 2000,Switzerland,F,15000000.0
19731,Ethan Ampadu,14 September 2000,Wales,D,16000000.0
51631,Keenan Appiah-Forson,16 October 2001,England,M,
119457,Oliver Arblaster,5 May 2004,England,M,1200000.0
74963,Lorenz Assignon,22 June 2000,France,D,9000000.0
5110,Pierre-Emerick Aubameyang,18 June 1989,Gabon,F,4000000.0
4496,César Azpilicueta,28 August 1989,Spain,D,1800000.0
13279,Abdul Baba,2 July 1994,Ghana,D,
9169,George Baldock,9 March 1993,Greece,D,
127820,Kofi Balmer,19 September 2000,Northern Ireland,D,
74776,Scott Banks,26 September 2001,Scotland,M,
8246,Ashley Barnes,30 October 1989,England,F,
3581,Chris Basham,20 July 1988,England,D,
11331,Samuel Bastien,26 September 1996,DR Congo,M,
114056,Joe Bauress,24 November 2005,England,F,
14568,Nathan Baxter,8 November 1998,England,G,
8923,Amari'i Bell,5 May 1994,Jamaica,D,2200000.0
118095,Anis Ben Slimane,16 March 2001,Tunisia,M,2500000.0
8303,Luke Berry,12 July 1992,England,M,
35699,Jordan Beyer,19 May 2000,Germany,D,8000000.0
66647,Mads Bidstrup,25 February 2001,Denmark,M,9000000.0
33175,Mika Biereth,8 February 2003,Denmark,F,25000000.0
21881,Nathan Bishop,15 October 1999,England,G,
132200,Billy Blacker,25 May 2006,England,F,
14608,Jayden Bogle,27 July 2000,England,D,5500000.0
115438,Aaron Bott,6 September 2004,England,G,
14742,Rhian Brewster,1 April 2000,England,F,3000000.0
21127,Jacob Brown,10 April 1998,Scotland,F,3500000.0
9457,Josh Brownhill,19 December 1995,England,M,13000000.0
19831,Jacob Bruun Larsen,19 September 1998,Denmark,F,6000000.0
8185,Joe Bryan,17 September 1993,England,D,1000000.0
138151,Jake Burger,6 October 2004,England,M,
9982,Reece Burke,2 September 1996,England,D,1800000.0
4634,Jack Butland,10 March 1993,England,G,3000000.0
130411,Jili Buyabu,9 August 2003,England,D,
7602,Cafú,26 February 1993,Portugal,M,
50545,Carlos Gomes,14 November 1998,Guinea-Bissau,F,
51597,Nathan Carlyon,14 September 2002,England,M,
111967,Charlie Casper,4 April 2005,England,G,
51616,Kallum Cesay,4 September 2002,Sierra Leone,D,
30534,Dan Chesters,4 April 2002,England,M,
141022,Christian Chigozie,1 March 2007,England,D,
20858,Tahith Chong,4 December 1999,Netherlands,M,6000000.0
108314,Darko Churlinov,11 July 2000,North Macedonia,M,1500000.0
66366,Catalin Cîrjan,1 December 2002,Romania,M,1600000.0
109711,Regan Clayton,11 November 2004,England,D,
3713,Jack Colback,24 October 1989,England,M,
21653,Aaron Connolly,28 January 2000,Ireland,F,2500000.0
53182,Theo Corbeanu,17 May 2002,Canada,F,1000000.0
2889,Jack Cork,25 June 1989,England,D,
112628,Dara Costelloe,11 December 2002,Ireland,F,
94666,Ismaila Coulibaly,25 December 2000,Mali,M,1000000.0
51619,Matthew Craig,16 April 2003,Scotland,M,
10539,Josh Cullen,7 April 1996,Ireland,M,6500000.0
14565,Jamie Cumming,4 September 1999,England,G,1200000.0
145135,Sam Curtis,1 December 2005,Ireland,D,
51524,Luciano D'Auria-Henry,11 November 2002,England,D,
9251,Karl Darlow,8 October 1990,Wales,G,
13389,Tom Davies,30 June 1998,England,M,4500000.0
4330,David de Gea,7 November 1990,Spain,G,5000000.0
21785,Hannes Delcroix,28 February 1999,Belgium,D,4000000.0
22561,Siriki Dembélé,7 September 1996,Scotland,M,2200000.0
49461,Halil Dervisoglu,8 December 1999,Turkey,F,
25349,Marcus Dewhurst,20 March 2001,England,G,
4941,Diego Costa,7 October 1988,Spain,F,
66524,Owen Dodgson,19 March 2003,England,D,
144906,Dominic Martins,13 October 2005,Portugal,M,
24309,Alfie Doughty,21 December 1999,England,M,8000000.0
24637,Tommy Doyle,17 October 2001,England,M,10000000.0
24811,Cody Drameh,8 December 2001,England,D,3000000.0
3601,Shane Duffy,1 January 1992,Ireland,D,
129201,Evan Easton,14 January 2005,Scotland,D,
14255,Jake Eastwood,3 October 1996,England,G,
74603,Khayon Edwards,12 September 2003,Jamaica,F,
4394,John Egan,20 October 1992,Ireland,D,1800000.0
51690,CJ Egan-Riley,2 January 2003,England,D,14000000.0
128456,Hjalmar Ekdal,21 October 1998,Sweden,D,5000000.0
16803,Emerson,3 August 1994,Italy,D,12000000.0
124531,Maxime Estève,26 May 2002,France,D,18000000.0
3156,Jonny Evans,3 January 1988,Northern Ireland,D,1500000.0
11247,Fabinho,23 October 1993,Brazil,M,18000000.0
31663,Malachi Fagan-Walcott,11 March 2002,England,D,
8444,John Fleck,24 August 1991,Scotland,M,
92631,Michael Forbes,29 April 2004,Northern Ireland,D,
23692,Tyrese Fornah,11 September 1999,Sierra Leone,M,
64282,Lyle Foster,3 September 2000,South Africa,F,7000000.0
10883,Tariqe Fosu,5 November 1995,Ghana,F,
69260,Denis Franchi,22 October 2002,Italy,G,
119423,Aidan Francis-Clarke,13 September 2005,England,D,
107830,Melkamu Frauendorf,12 January 2004,Germany,M,
3320,Luke Freeman,22 March 1992,England,M,
66367,James Furlong,7 June 2002,Ireland,D,
51614,Alexander Gibson-Hammond,10 November 2002,England,F,
25534,Alex Gilbert,28 December 2001,Ireland,F,
20081,Ryan Giles,26 January 2000,England,D,4500000.0
10651,Joe Gomez,23 May 1997,England,D,25000000.0
139644,Enso González,20 January 2005,Paraguay,F,4000000.0
107823,Owen Goodman,27 November 2003,England,G,
64037,John-Kymani Gordon,13 February 2003,England,F,
50661,Ivo Grbic,18 January 1996,Croatia,G,2000000.0
6210,Jóhann Gudmundsson,27 October 1990,Iceland,F,
69019,Jordan Hackett,20 February 2004,England,D,
83496,Antwoine Hackford,20 March 2004,England,F,
20361,Gustavo Hamer,24 June 1997,Netherlands,M,15000000.0
112079,Oli Hammond,13 November 2002,Wales,M,
131841,Owen Hampson,17 November 2004,Wales,M,
107809,Luke Harris,4 March 2005,Wales,M,1000000.0
112538,Daiki Hashioka,17 May 1999,Japan,D,2000000.0
21748,Yangel Herrera,7 January 1998,Venezuela,M,20000000.0
66544,Owen Hesketh,10 October 2002,Wales,M,
20005,James Hillson,14 January 2001,England,G,
14954,Tom Holmes,12 March 2000,England,D,2500000.0
114132,Bradley Ibrahim,21 October 2004,England,M,
10413,Harry Isted,5 March 1997,England,G,
5079,Ivan Cavaleiro,18 October 1993,Angola,F,
12847,Pontus Jansson,13 February 1991,Sweden,D,
11259,João Moutinho,8 September 1986,Portugal,M,
23743,Kyle John,13 February 2001,England,D,
134709,Joe Johnson,21 February 2006,England,D,
5844,Thomas Kaminski,23 October 1992,Belgium,G,2500000.0
3960,Harry Kane,28 July 1993,England,F,90000000.0
13492,N'Golo Kanté,29 March 1991,France,M,7000000.0
108973,Michal Karbownik,13 March 2001,Poland,D,2500000.0
122118,Hayao Kawabe,8 September 1995,Japan,M,4000000.0
20178,Neeskens Kebano,10 March 1992,DR Congo,M,
126957,Josh Keeley,17 May 2003,Ireland,G,
12316,Naby Keïta,10 February 1995,Guinea,M,1000000.0
67899,Reda Khadra,4 July 2001,Germany,M,2500000.0
52953,Ben Knight,14 June 2002,England,F,
125169,Luca Koleosho,15 September 2004,Italy,F,12000000.0
6709,Kalidou Koulibaly,20 June 1991,Senegal,D,8000000.0
3169,Tim Krul,3 April 1988,Netherlands,G,
11248,Layvin Kurzawa,4 September 1992,France,D,1500000.0
13872,Manuel Lanzini,15 February 1993,Argentina,M,1200000.0
30528,Yasser Larouci,1 January 2001,Algeria,D,3200000.0
54810,Richie Laryea,7 January 1995,Canada,D,1000000.0
68580,Dexter Lembikisa,4 November 2003,Jamaica,D,1500000.0
25443,Marcel Lewis,30 September 2001,England,M,
4337,Jesse Lingard,15 December 1992,England,M,4000000.0
8212,Tom Lockyer,3 December 1994,Wales,D,1500000.0
5179,Ruben Loftus-Cheek,23 January 1996,England,M,16000000.0
8578,Max Lowe,11 May 1997,England,D,2500000.0
5762,Lucas Moura,13 August 1992,Brazil,F,5000000.0
133431,Luizão,8 March 2002,Brazil,D,
133521,Jayden Luker,30 April 2005,England,M,
10422,Matt Macey,9 September 1994,England,G,
8983,Riyad Mahrez,21 February 1991,Algeria,F,9000000.0
10428,Ainsley Maitland-Niles,29 August 1997,England,M,10000000.0
52053,Manuel Benson,28 March 1997,Angola,F,4500000.0
133641,Finley Marjoram,26 March 2006,England,M,
53671,Han-Noah Massengo,7 July 2001,France,D,5000000.0
11284,Arthur Masuaku,7 November 1993,DR Congo,D,3200000.0
19862,Matt Smith,5 October 2000,England,M,
14903,Matty Longstaff,21 March 2000,England,M,1500000.0
